hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,M,MT,Mur,F,C,CT,CTM,CTC,G,GT,GTM,GTC,GTG,GTH,D,DT,DN,Hew,N,Tu,Sim,5,5D,5H,4,3,2,1,0,sMa,sHu,sMur,sCT,sGT,sHew,s5,s5D,s5H,s4,W,WO,B,Sy,Fel,CoH,CoU,CoA,CoL,xMT,xC,xN,xDT,O,Un,BL,Bg,T100,P600,P500
3322,"Caermote Hill","34A",2351,"2,WO","289","948","NY195371","NY 19600 37156","NY201371","230","59","boulder with plaques","boulder 10mE at NY 19610 37155 is 15cm higher and is highest point","Abney level","2005-05-10","Not in Turner's list: north top NY196376 renamed St John's Hill","89 90","4N","319599","537157","54.722964","-3.249822","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3323,"Newton Fell South [Dixon Heights]","34D",2671,"1,WO","177","581","SD413815","SD 41350 81560","SD413818","140","37","slight rocky/grassy rise 4m from ruined tower","","","2014-02-14","Not in Turner's list","96 97","7S","341349","481560","54.22639","-2.901135","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3324,"nameless (Bannisdale Horseshoe - Ancrow Brow N)","34C",2559,"WO","541","1775","NY502059","NY 50297 05913","NY501057","525","16","cairn on remains of old wall","","Abney level","2011-10-17","","90","7N","350296","505913","54.446186","-2.767979","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3325,"Swinklebank Crag [Ancrow Brow] [nameless (Bannisdale Horseshoe)]","34C",2559,"5,WO,B","554","1818","NY500049","NY 50068 04907","NY503062","508","46","cairn by fence","","obvious summit","2011-06-16","","90","7N","350067","504908","54.437124","-2.771341","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3326,"The Forest [Borrowdale Head] [nameless (Bannisdale Horseshoe)]","34C",2559,"5,WO,B","528","1732","NY527035","NY 52761 03567","NY526039","488","40","small cairn","","Abney level","2009-06-08","","90","7N","352760","503567","54.42534","-2.729611","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,"nameless (Green Quarter) [Hollow Moor East Top]","34C",2528,"WO","413","1355","NY473042","NY 47352 04253","NY471042","403","10","grassy summit dome marked with a few flat stones.","","","2012-08-15","","90","7N","347351","504254","54.430972","-2.813094","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3328,"Naddle High Forest [nameless (Naddle Horseshoe - 1)]","34C",2528,"WO,B","435","1427","NY492143","NY 49245 14308","NY491141","407","28","cairn","","","2011-10-17","","90","5S","349244","514309","54.521522","-2.785646","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,"Wallow Crag [nameless (Naddle Horseshoe - 2)]","34C",2528,"WO,B","433","1421","NY496149","NY 49647 14933","NY494147","406","27","cairn","","obvious summit","2012-08-15","Relocated.  Error in Wainwright's sketch map, see Database Notes","90","5S","349646","514934","54.527178","-2.779542","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3330,"nameless (Naddle Horseshoe - 3)","34C",2528,"WO","395","1296","NY505152","NY 50529 15231","NY504151","388","7","cairn","","","2005-05-10","","90","5S","350528","515232","54.529943","-2.765966","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3331,"nameless (Potter Fell - 1) [Brunt Knott South Top]","34C",2528,"3,WO","395","1296","SD489998","SD 48962 99819","NY487002","363","32","small cairn","","","2013-02-02","","97","7N","348961","499819","54.391291","-2.787514","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3332,"nameless (Potter Fell - 2) [Potter Fell]","34C",2528,"3,WO","390","1280","NY496003","NY 49665 00350","NY 49205 00337","345","45","stone in grassy knoll","","obvious summit","2010-08-23","","90","7N","349664","500350","54.396133","-2.776779","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3333,"nameless (School Knott)","34D",2528,"2,WO","247","810","SD428967","SD 42845 96723","SD428969","217","30","rock by boundary wall","outcrop 50m ESE at SD 42882 96689 is 1m higher and is highest point of fell;cairn and nearby rock 25m to NE are slightly lower","Abney level","2013-05-18","Tump summit is 50m SE by E","96 97","7N","342844","496723","54.362819","-2.881111","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,"Raven's Crag [nameless (Stickle Pike - Raven's Crag)]","34D",2634,"WO,B","361","1184","SD223929","SD 22375 92925","SD223933","332","29","cairn","","","2012-08-15","","96","6N","322373","492925","54.325982","-3.195084","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3335,"nameless (Top o'Selside - Brock Barrow)","34D",2667,"WO","221","725","SD298898","SD 29812 89813","SD298898","218","3","tall square cairn","about 8m lower than true summit (rock outcrop) 105m NE at SD 29885 89889; Wainwright's second cairn is 210m N at SD 29810 90027","Abney level","2012-02-04","Wainwright's route goes directly from the tall square cairn to a 2nd cairn at SD298900, by-passing the true summit. He incorrectly attributes the height of the true summit to his chosen cairn. See Database Notes.","96 97","6N 7S","329811","489813","54.299097","-3.080022","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3562,"Ullister Hill","34A",2345,"5,B","525","1722","NY209260","NY 20945 26015","NY207263","491","34","rock on knoll","ground in trees at NY 20985 26030 is lower","Abney level","2012-08-15","","89 90","4S","320944","526016","54.623079","-3.225926","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3563,"Whinlatter Top","34A",2345,"5,B","525","1722","NY196249","NY 19698 24903","NY204249","467","58","cairn","higher than hill 3563 and surrounding knolls","Abney level","2008-06-30","","89 90","4S","319697","524904","54.612891","-3.244929","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3564,"Lowthwaite Fell","34A",2328,"5,B","509","1670","NY278347","NY 27835 34746","NY281345","479","30","small cairn","","Abney level","2007-03-10","","89 90","4N","327834","534747","54.702561","-3.121395","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3565,"Black Crags (Mickleden)","34B",2359,"5,B","588","1929","NY255080","NY 25544 08059","NY254080","558","30","rock","rock is 10cm higher than rock slab 15m N and about same height as ground 50m N at NY 25557 08105","Abney level","2009-06-08","","89 90","6N","325543","508060","54.46244","-3.150165","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3566,"Seat","34B",2381,"5,B","561","1841","NY185134","NY 18560 13425","NY184136","530","31","cairn on rock","cairned summit 80m NW at NY 18538 13487 is lower","Abney level","2007-03-10","","89 90","4S","318559","513426","54.50958","-3.259363","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3567,"Bell Crags [Long Moss] [Blea Tarn Fell]","34B",2396,"5,B","559.1","1834","NY298143","NY 29829 14302","NY 29690 14049","526.7","32.4","large boulder 85m N of cairn","cairn is at NY 29828 14220 and 1.28m lower than boulder","Leica NA730/530","2010-03-28","","89 90","4S","329828","514303","54.519148","-3.085558","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3568,"Carling Knott","34B",2462,"5,B","544","1785","NY117203","NY 11718 20316","NY 1129 2011","503","41","windshelter","ground 20m S slightly lower","Abney level","2010-06-28","","89","4S 303","311716","520317","54.570346","-3.367075","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3569,"Green Crag","34B",2367,"5","528","1732","NY202130","NY 20247 13061","NY202128","495","33","cairn","","obvious summit","2007-03-10","","89 90","4S","320246","513062","54.506578","-3.233216","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3570,"High Snockrigg","34B",2405,"5,B","526","1726","NY186168","NY 18697 16897","NY191167","481","45","small cairn","","obvious summit","2007-06-30","","89 90","4S","318696","516898","54.540798","-3.258207","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3571,"Great How - Eskdale Fell","34B",2359,"5,B","522","1713","NY197039","NY 19746 03992","NY200041","471","51","cairn and OS bolt on rock","bolt is 2m SE of cairn","","2009-06-08","","89 90","6N","319745","503993","54.425014","-3.238487","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3572,"Mellbreak North Top","34B",2479,"5,B","509","1670","NY143194","NY 14304 19467","NY145190","447","62","pile of stones","pile of stones 35m NE at NY 14327 19495 is 40cm lower","Abney level","2007-03-10","","89","4S","314302","519468","54.563163","-3.326839","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3573,"St Raven's Edge","34C",2540,"5,B","593","1946","NY406083","NY 40613 08381","NY406088","553","40","rock outcrop by remains of small cairn","outcrop is 205m NNE of large cairn at NY 40536 08189","Abney level","2008-06-30","","90","7N","340612","508382","54.467323","-2.917793","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3574,"High Dodd","34C",2561,"5,B","501","1644","NY415182","NY 41553 18248","NY414178","453","48","grassy mound 55m SSW of cairn","cairn is at NY 41579 18294 and is lower","Abney level","2012-08-15","","90","5S","341552","518249","54.556096","-2.90525","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3661,"Great Yarlside","34C",2559,"s5","597","1959","NY520079","NY 52045 07956","NY 51679 07919","569","28.1","no feature: grass","2cm higher than point 45m SW at NY 52005 07940","Leica NA730","2012-12-10","Deleted Dewey following line survey.  Wainwright summit is hill 2575.  See Database Notes","90","7N","352044","507957","54.464714","-2.741358","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3680,"Birk Fell [Bleaberry Knott - Birk Fell]","34C",2561,"s5,B","512","1680","NY402182","NY 40274 18259","NY 4030 1800","483","29.4","cairn","drop measured as 29.4m","Leica NA730","2009-06-08","510m ring contour on 1:25,000 map.  Insufficient drop for Dewey confirmed by survey","90","5S","340273","518260","54.556045","-2.925026","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3688,"Pen","34B",2359,"B,xN","762","2500","NY221067","NY 22155 06742","NY220068","752.5","9.5","rock outcrop","","obvious summit","2010-05-06","Added to "deleted" Nuttalls list in vol 2 of Mountains of England.  Drop measured by J&A Nuttall","89 90","6N","322154","506743","54.450098","-3.202089","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3689,"Napes Needle","34B",2367,"xN","680","2231","NY210100","","NY210100","666.6","13.4","","","","2009-06-08","Added to "deleted" Nuttalls list in vol 2 of Mountains of England.  Drop measured by R Woodall","89 90","4S 6N","321000","510000","54.479187","-3.220747","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3692,"Skiddaw Middle Top","34A",2319,"B","928","3045","NY260288","NY 26065 28829","NY260289","919","9","windshelter","ground 15m SE may be slightly higher than base of windshelter","","2010-08-23","","89 90","4S","326064","528830","54.649139","-3.147357","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3693,"Skiddaw South Top","34A",2319,"B","925","3035","NY260286","NY 26043 28615","NY260286","921","4","rock between cairns","","Abney level","2010-08-23","","89 90","4S","326042","528616","54.647213","-3.147643","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,"Skiddaw North Top","34A",2319,"B","922","3025","NY260292","NY 26063 29239","NY 26051 29223","921","1","cairn","ground 5m E is highest point","obvious summit","2010-08-23","","89 90","4S","326062","529240","54.652823","-3.147491","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3695,"Broad End","34A",2319,"B","831","2726","NY261298","NY 26101 29842","NY261297","828","3","no feature","","Abney level","2009-06-08","","89 90","4S","326100","529843","54.658247","-3.147055","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3696,"Skiddaw - Lesser Man","34A",2319,"B","815","2674","NY268275","NY 26868 27583","NY268275","811","4","cairn","","obvious summit","2010-08-23","","89 90","4S","326867","527584","54.638061","-3.134603","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3697,"Doddick Fell","34A",2320,"B","742","2434","NY327277","NY 32786 27741","NY328277","740","2","rock","The rocky summits at NY 32888 27713 or NY 32842 27725 might equally be Birkett's intended summit","Abney level","2010-05-06","","90","5S","332785","527742","54.640305","-3.042965","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3698,"Jenkin Hill","34A",2319,"B","735","2411","NY273275","NY 27362 27519","NY272275","731","4","no feature","only cairn on fell is 90m SE at NY 27430 27462 and on near side of fence","Abney level","2010-08-23","","89 90","4S","327361","527520","54.637558","-3.126934","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,"Lonscale Pike [Lonscale Fell East Top]","34A",2319,"B","703","2306","NY288272","NY 28886 27288","NY288272","695","8","small cairn 4m NNE of cairn","","obvious summit","2012-08-15","","89 90","4S","328885","527289","54.635699","-3.103271","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,"Scales Fell","34A",2320,"B","682","2238","NY331278","NY 33174 27876","NY331278","671","11","rock in grass","","Abney level","2010-05-06","","90","5S","333173","527877","54.64157","-3.036985","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,"Little Sca Fell","34A",2328,"B","633","2077","NY289342","NY 28950 34214","NY291340","624","9","cairn","ground 80m E is just lower","Abney level","2012-08-15","","89 90","4N","328949","534215","54.69794","-3.103966","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,"Coomb Height","34A",2328,"B","627","2057","NY310327","NY 31075 32721","NY308326","621","6","small cairn","","","2009-06-08","","90","5N","331074","532722","54.684821","-3.070647","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3703,"Frozen Fell","34A",2328,"B","625","2051","NY287332","NY 28752 33228","NY287332","625","0","no feature: wet grassy area","no summit: grid reference is point of  lowest gradient on downward slope","","2009-06-08","","89 90","4N","328751","533229","54.689052","-3.106797","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,"Miton Hill","34A",2328,"B","607","1991","NY329341","NY 32928 34102","NY335337","590","17","cairn","rocks c100m E are lower","Abney level","2009-06-08","","90","5N","332927","534103","54.69748","-3.042227","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,"Round Knott","34A",2328,"B","603","1978","NY334337","NY 33429 33726","NY332339","593","10","cairn on rocky outcrop","","obvious summit","2009-06-08","","90","5N","333428","533727","54.694168","-3.034369","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,"Burn Tod","34A",2328,"B","595","1952","NY282328","NY 28272 32858","NY 2839 3285","593","2","loose quartz stone  on featureless grassy area","summit area very flat","","2009-06-08","","89 90","4N","328271","532859","54.68566","-3.11415","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,"The Tongue","34A",2320,"B","553","1814","NY347301","NY 34760 30166","NY343302","541","12","embedded rock 6m W of cairn","","Abney level","2009-06-08","","90","5N 5S","334759","530167","54.662354","-3.012926","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,"Hare Crag","34A",2319,"B","538","1765","NY277298","NY 27728 29892","NY 27570 29878","526","12","no feature","","obvious summit","2010-08-23","","89 90","4S","327727","529893","54.658932","-3.121852","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3709,"Cockup","34A",2319,"B","505","1657","NY259314","NY 25930 31432","NY260313","500","5","no feature 30m E of cairn","ground 10m E at NY 25918 31435 is 10cm lower; cairn is at NY 25900 31433","Abney level","2009-06-08","","89 90","4N","325929","531433","54.672508","-3.150109","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3710,"Seat How (Thornthwaite)","34A",2345,"B","495","1624","NY213256","NY 21328 25629","NY213256","489","6","rocky mound","","obvious summit","2012-08-15","","89 90","4S","321327","525630","54.61967","-3.219891","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3711,"Tarbarrel Moss","34A",2345,"s4,B","493","1617","NY206253","NY 20635 25338","NY206254","469","24","no feature 2m from fence","cairn described by Birkett no longer present","Abney level","2009-06-08","","89 90","4S","320634","525339","54.616947","-3.230542","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3712,"White Hause","34A",2328,"B","464","1522","NY271323","NY 27153 32397","NY 27213 32391","460","4","boulder of volcanic origin","","","2012-08-15","","89 90","4N","327152","532398","54.681357","-3.131389","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3713,"Graystones (Birkett)","34A",2345,"4,B","456","1496","NY177264","NY 17760 26491","NY180268","378","78","cairn on rocky outcrop","there are several other tops nearby (eg NY 17784 26422 and NY 17776 26489) of very similar height; Wainwright summit (hill 2489) is at NY 17615 26625","Abney level","2009-06-08","Wainwright is hill 2489","89 90","4S","317759","526492","54.626846","-3.275376","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3714,"Kirk Fell (Lorton)","34A",2345,"B","438","1437","NY172265","NY 17275 26563","NY174266","423","15","small cairn","highest point is ground 10m E at NY 17285 26560","Abney level","2009-06-08","","89 90","4S","317274","526564","54.627414","-3.282906","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
